博主,博文,日期,转发数,评论数,点赞数
DanialHerclues,北京今天没雾霾 ,2017-01-09 15:40,25,27,69
太原身边事,【#太原身边事#太原解除重污染天气红色预警】根据太原市气象、环保部门研判会商，未来两天太原市气象条件转好，有利于污染物扩散，污染物浓度将持续下降。太原市重污染天气应急指挥部办公室决定自2017年1月8日24时起，解除重污染天气红色预警。雾霾散去，太原的大蓝天又要来了！ ,2017-01-09 15:40,2,1,6
千龙网中国首都网,#北京雾霾# @千龙图表 【关于雾霾的“七问七答” 】近期频繁袭来的大范围严重雾霾，不时启动的空气重污染预警，让京津冀及周边地区的人们心中焦虑。“到底是哪些原因导致这么严重的雾霾？” “什么时候才能根本解决空气污染，一直呼吸洁净的空气？”更多解答戳↓↓↓ ,2017-01-09 15:36,19,4,9
华商网,今年四大院校的招生宣传：中戏：这里是艺术家的摇篮 北电：这里是造星的工厂 广院：这里是播音主持专业的发源地 上戏：这里没有雾霾 ,2017-01-09 15:31,8,5,54
临沂环境,#环保资讯# 去年年底以来，新一轮重污染天气强势来袭。国家卫生和计划生育委员会、中国气象局近日召开发布会，分析通报了雾霾天气的成因，回应公众有关雾霾对健康影响的关切。 ,2017-01-09 15:30,18,14,16
吉林日报,【雾霾危害有多大，真会“堵死”我们的肺吗？】“雾霾是一级致癌物。人一个肺有3亿个肺泡，80个PM2.5微粒可以堵死一个肺泡，当我们生活的环境中PM2.5达到1155微克/立方米，一年就可堵死3000万个肺泡，3年堵死三分之一个肺。”近日，这段短短150秒的雾霾侵入人体全过程视频，看得人们惊心动魄。然而，雾 ,2017-01-09 15:26,2,,2
Anny_StyleOnTop,权威色彩机构Pantone发布2017年流行色为：草木绿（Greenery），还出了一个不到1分钟的小短片，看的人心情舒畅。 最近雾霾天这么严重，快来洗洗眼睛~ 秒拍视频 . ,2017-01-09 15:24,344,77,750
赵秀池,【【赵秀池】雾霾散去 蓝天必定重现】 网页链接 ,2017-01-09 15:20,29,6,2
西安老方A,#我给家乡拍张照# #方老视点# 说：好消息，因雾霾严重导致关闭的西安世博园2017新春游园灯会重新开放了。 一场美轮美奂的新年灯会——“华彩长安，灯溢世园”，在期待着你，我，他在这里相聚。@陕西发布@西安发布@陕西省旅游局@西安市旅游局@第一新闻 @凤凰第一播报 @西安一套 ,2017-01-09 15:17,10,6,4
商丘那点事,#商丘身边事# 【上次雾霾里找三明路的小哥电动车丢了】为了消灭雾霾，商丘小哥改骑电动车，结果，电动车在今天雾霾里丢了…… 秒拍视频 . ,2017-01-09 15:17,12,20,36
slcr聆听花雨zc,明白无常， 就不会张扬， 今日华丽风光， 明日可能狼藉一场。 明白无常， 就不会悲伤， 今日愁云惨淡， 明日可能满天阳光。所以，雾霾蔽日又如何？今日还不是蓝天白云、丽日阳光!明白无常， 一切都觉得正常。 胸怀坦荡，感恩知足! |吉林·龙潭... ,2017-01-09 15:16,3,2,2
重庆环保,#每天多懂点环境健康知识#【雾霾真会“堵死”我们的肺吗？】“人一个肺有3亿个肺泡，80个PM2.5微粒可以堵死一个肺泡。”一段短短150秒的雾霾侵入人体全过程视频，看得人惊心动魄。雾霾会“堵肺”？雾霾易“伤心”？来看看科学的专家解析吧！文末还有专家送你的降低雾霾伤害七招~戳图，涨姿势！ ,2017-01-09 15:12,23,,1
中国环境新闻,【林毅夫：治雾霾要放缓经济 这说法不成立】雾霾笼罩中国多地，雾霾与经济发展的关系再次被大众讨论：是否放慢经济增长速度，雾霾就能治理好？北京大学国家发展研究院名誉院长林毅夫在2015年5月6日北大的一个研讨会上就对此提出了观点。旧文重读，对当今仍有借鉴意义↓↓网页链接 ,2017-01-09 15:11,3,3,2
扇贝网,#雾霾来了# 在雾霾中呆久了，会不会忘记冬天的美丽？在口罩中呆久了，会不会忘记草木的气息？雾霾，不知从何时起跟我们的生活息息相关，你知道如何用英文去描述它吗？ ,2017-01-09 15:11,11,39,152
川网宜宾,#宜宾身边事# 【宜宾今夜开始降温降雨 日均气温累计下降4～6℃】@川网宜宾 从宜宾市气象台获悉，9日夜间开始至11日，宜宾各区县有一次较明显的降温降雨天气过程，日平均气温累计下降4～6℃，过程雨量普遍小雨。冷空气影响时伴有3～5级偏北风冷空气来了，雾霾要散了，小伙伴们注意防寒哦！ ,2017-01-09 15:10,2,,4
中国气象局,#雾霾防护常识##雾霾笼罩# 【吸烟和炒菜对室内空气有影响吗？】室内吸烟对室内空气影响较大，据北京市疾控中心实验数据表明，在30m3实验舱中，燃烧1支香烟，室内PM2.5浓度就可达500ug/m3以上。因此建议避免雾霾天气时在室内吸烟。　　居家烹饪也是室内PM2.5的一个重要来源。根据市疾控中心相关研究表 ,2017-01-09 15:06,22,6,5
宏哥168,终于回到欧洲了，其实在国内吃喝玩乐挺好的，可惜就是雾霾，哎，经济增长的代价，不知还需多少年才能重新在家乡看到小时候的蓝天和星空今天没有开新仓，新年第一枪榨菜收红了，不过再上去就是砸坑前的平台了，应该没那么容易攻上去吧，不然要对他刮目相看了，毕竟连华兰这种基本面的到了前平台附近 ,2017-01-09 15:04,2,33,86
佐罗_厚恩投资,#私募笔记#每次我忍无可忍从京东下单一批雾霾口罩之后，北京以及郊区雾霾就停了，蓝天重现，可见我的短线趋势投资不靠谱啊…… ,2017-01-09 15:03,5,6,10
创业家传媒,【央视解读：霾天尽量别炒菜 】北京市卫计委和北京市疾控中心联合发布《雾霾防护常识十三问》，其中提到重污染天尽量采用蒸、煮方式烹饪。央视新闻解读说，霾天尽量别炒菜 ,2017-01-09 15:02,415,984,371
美国侨报网,【为什么北京雾霾在好转 你却完全感觉不到】这几年，当雾霾这个词越来越频繁的见诸各大媒体头条，当越来越多的中国民众都在讨论空气污染，似乎人们会得出这样一个结论，中国的空气污染情况，一年比一年更重了。但是，美国大使馆监测到的北京PM 2.5数据却告诉大家，雾霾在好转！链接： ,2017-01-09 15:01,1,4,4
头条新闻,【揭秘高铁列车如何卸“雾霾妆”】8日晚，一列和谐号高铁列车驶入上海虹桥动车运用所，车头部分沾满了厚厚“雾霾妆”。除了外皮自动清洗外，车头部分还需人工特别精洗“卸妆”，一趟400米的长编列车清洗完毕大约需要45分钟，每组工人一晚要清洗20多个“雾霾车头”，直到清晨。|高铁列车卸... ,2017-01-09 15:00,150,356,543
有wo你才更精彩,学生忧心忡忡问老师：“老师，核污染、全球变暖、地震、雾霾等灾害不断，人类将何去何从？” 老师拿出一个生鸭蛋一个咸鸭蛋，将蛋砸在学生头上。 问学生：“哪个比较疼？” 学生答：“咸的蛋疼！” 老师道：“闲的蛋疼就找正事做去！” ,2017-01-09 14:55,2,4,25
南京发布,【雾霾天外出，你的口罩戴对了吗？】中国疾病预防控制中心主任王宇认为，雾霾天外出时，建议大家戴口罩，特别是具备PM2.5过滤功能的口罩。那么什么是具备PM2.5过滤功能的口罩呢？我们该怎么选择、佩戴口罩？哪些口罩能防雾霾？哪些人群不建议戴口罩？戳图看↓↓ ,2017-01-09 14:55,43,18,14
顺丰集团,没有雾霾的冬日，心情好到起飞有木有？ ,2017-01-09 14:53,9,103,47
金梓老师,关于雾霾：我为“专业背书”！我相信：因为她算是我的发小，结识已经超过25年！是我的同学，并且是25年没断过联系的好同学！95年，她考上南开大学学环保专业，我还认为这是个典型的清水衙门，99年大学毕业后：她一直在中国环保部系列里工作：我相信她的环保方面的专业知识，也认可她的人品和职业操守 ,2017-01-09 14:53,13,10,24
搜狐视频,【北京官方发布雾霾防护常识：雾霾天尽量别炒菜】今天，北京市卫生计生委和北京市疾控中心发布《雾霾防护常识十三问》，其中提出了在天气重污染期间的家庭烹饪建议：雾霾天尽量别炒菜。|北京发布《...（更多精彩内容，点击网页链接 狐友获取） ,2017-01-09 14:52,86,154,33
洪启,人都有一个影子，随行，但不会烦扰你，因为不和你抢吃喝，也不和你抢衣物钱财。你的欢乐忧伤它都没有。只是现在在中国的很多地方，因为雾霾的原因，很多人，已经看不到自己的影子了。 |广州·天河... ,2017-01-09 14:48,3,3,8
映象网,#河南事儿# 2017年1月9日早上，郑州遭遇重度雾霾，在经纬广场，一群大妈随着音乐翩翩起舞，广场舞跳得起劲！映象网的秒... ,2017-01-09 14:45,8,11,12
不负小春,大宁波，我们北漂四个月后终于回来啦大北京，3月初我们再来吸雾霾哈 ,2017-01-09 14:29,1,27,121
头条新闻,#热点#【山西临汾回应二氧化硫破千】2016年入冬以来，山西临汾雾霾频发，二氧化硫浓度在部分时段部分区域严重超标。数据表明，2016年临汾市区二氧化硫年平均浓度超过国家标准0.38倍。临汾环境保护局负责人称，经初步排查，居民燃用散煤，占市区燃煤二氧化硫总排量的70%以上。|山西临汾回... ,2017-01-09 14:24,369,693,274
北辰发布,【今天迎今年首个良好天气】今天白天本市以晴为主，北风3-4级转2-3级，最高气温2℃，最低气温-5℃，空气污染气象条件2级，达到良好水平，这也是2017年首个良好水平的天气。今夜至明天凌晨，北风风力增强至5级，此次强冷空气彻底驱散长达12天的雾霾，虽然白天风力有所减弱，但雾霾能够彻底被消除。 ,2017-01-09 14:20,10,10,
金鼎股战场,后面看好核电股：逻辑，一，该板块调整了一年，依然在底部区域！二，同样是国企，有混改预期！三，雾霾严重，清洁能源是主要方向！四，中国核电发电仅仅占比2%，距离部分发达国家的80%空间巨大！战友们支持吗？ ,2017-01-09 14:18,2,5,48
华商网,【雾霾之下，何去何从？】北京往东200公里的唐山松汀村，就是那个因为雾霾从地图上消失的村庄。这里被钢铁厂、焦化厂包围，如今已没有剩下几户人家，“能搬走的都搬走了”。 大妈：这个视频值得一看，警醒！梨视频的秒... ,2017-01-09 14:17,27,11,24
湖南日报,【必看！哪些口罩能防霾？老人孩子最好不戴防霾口罩，为啥？】中国疾病预防控制中心主任王宇表示，雾霾天外出时建议戴口罩，特别是具备PM2.5过滤功能的口罩，能显著减少PM2.5的吸入。那么问题来了，哪些口罩能防霾？选口罩时要注意什么？戳↓了解，扩散周知!via央视新闻 |必看 | 哪... ,2017-01-09 14:09,3,2,1
夏阿,朋友戴口罩吧勒得耳朵疼，吐槽他脸太大；最近自己常戴口罩，耳朵没事，但老是掐着眼睛，想想可能是脸短。雾霾真的太害人了，希望尽快解决，不断地发现自身缺点，自我都快没了。 ,2017-01-09 14:09,8,35,80
黛石_燕儿,复诊结果不错 终于不用入院治疗了 这场跨年大病让我经历了很多 健康第一 愿自己和家人朋友都拥有这笔最宝贵的财富 雾霾也已散去 迎接元气满满的新日子！@susu--yzy范范 @Hellokitty柒 @秋阳秋阳 ,2017-01-09 14:09,8,13,10
不羁不浪,#高中生街头连环抢劫#主要是因为雾霾，看不清，壮了胆。希望智者自清！ ,2017-01-09 14:02,9,20,208
新浪育儿,#母婴研究院# 近日，全国多地区的雾霾逐渐散去，让我们看到了久违的蓝天。但是谁又知道，下一次雾霾会在何时再次笼罩在我们头顶呢？室内外防霾都相当重要，有必要给大家科普一下啦，来看北京市发布的《雾霾防护常识十三问》，靠谱权威干货转起来吧！ |北京发布《... ,2017-01-09 14:02,11,2,6
王大宁呀呀呀,#临汾重现伦敦毒雾#在临汾的最后一个学期，雾霾着实有点儿厉害，而且限号的时候，天气好点就不限，这个有点儿……希望临汾政府多重视，还一个碧水蓝天 |临汾·山西... ,2017-01-09 13:58,1,1,33
新浪浙江,#浙江辟谣#【辟谣环保部门曝光“2016年度十大雾霾谣言”】#微博辟谣#2016年12月30日，环境保护部宣传教育中心和北京市环境保护宣传中心联合曝光“2016年度十大雾霾谣言”。说说这些雾霾谣言，你信了哪几个？ ,2017-01-09 13:57,124,52,8
潇湘晨报,【北京发布《雾霾防护常识十三问》：#霾天尽量别炒菜#】今天（9号），北京市卫生计生委和北京市疾控中心发布《雾霾防护常识十三问》。其中指出：居家烹饪也是室内PM2.5的一个重要来源。在雾霾天气做饭时，应关闭厨房门，并开启油烟机；天气重污染期间，尽量采用蒸、煮的方式。|北京发布《... ,2017-01-09 13:50,21,25,27
-胡适之-,#雾霾可以量化吗？#到目前为止，对雾霾都是定性的说法多，而没有定量的解释。让人觉得很不靠谱，据中学化学可知，凡是化学成分都可以量化分析，若不能量化分析，就有故意运用概念人为制造恐慌的嫌疑，单从颗粒的大小衡量恐怕难以服众。若真的只是颗粒状物质，与粉尘、飘尘又有何不同？如不是，那为何一 ,2017-01-09 13:46,1,1,1
LSMinHN,这是今天从平顶山走郑尧到龙湖一路的情景。图一平顶山郏县清澈无霾，图二图三禹州服务区有雾霾，图四始祖山隧道口清澈无霾，图五新密东下高速至国道107无霾。到了国道107以后，就像一头扎进了棉花糖。我个人感觉，雾霾不是全局性的东西。很明显，污染源就在那里，从一个点扩散成一个面，从一个区域慢 ,2017-01-09 13:41,4,1,
马元,在恶劣环境间或期懂得晒蓝天比一味谩骂雾霾之灾的心灵更值得尊重！ ,2017-01-09 13:33,16,31,47
静魅力,晴空万里阳光驱散了雾霾大自然还给我们一个晶莹剔透的世界 ,2017-01-09 13:26,4,19,18
-Lllllw-,#临汾重现伦敦毒雾#从一开始有博主爆出来二氧化硫爆表到现在，也没有看见有相关组织部门作出回应。并且人们的意识也不强，很多人没有防护措施暴露在空气中。很多利弊关系可能我不懂没办法说些什么，雾霾难治理可以理解，但在全国各地都能使二氧化硫排放量控制在百以内，唯独临汾过千让人实在无法理解… ,2017-01-09 13:24,5,17,58
juice幼言,昨天拍照的背景，烂菜园子，臭水沟在萧瑟的长安区，想找到风景美的地方也是不容易。但还是开心的，没有雾霾的阳光明媚，屏蔽烦恼的轻松雀跃等工作论文都确定，一定要给自己一个向往已久的旅行 ,2017-01-09 13:18,1,36,4
-Harmony-,#临汾重现伦敦毒雾#1月4号晚上，因为临近学校考试，楼道里很多背的同学，我在教室不时听到他们咳嗽的声音，一开教室门，楼道里弥漫着呛人的烟雾。这种情况在临汾很常见，但一直以为是雾霾，第二天看到师太发的文章才知道是二氧化硫。整个一个冬天，可能更久，我们就在全国都是雾霾，只是临汾症严重这种 ,2017-01-09 13:15,2,5,57
兰考那点事儿,#兰考身边事# 【雾霾也挡不住警察叔叔】今天的兰考又是大雾弥漫，然而我们兰考南站派出所的警察叔叔们依然坚守在岗位上晨起训练、立岗警戒、站区巡视还有路外宣传是不是都很敬业呢 ,2017-01-09 13:06,1,2,9
赤峰本地通,#赤峰身边事#【赤峰乌兰布统的冬天！别的地方在吸雾霾，赶紧来赤峰吧！】图面包旅行 ,2017-01-09 13:03,51,15,90
全国卫生12320,#12320 健康#【国家卫生计生委回应雾霾对健康影响话题：个人防护要科学 监测预警将加强】 ,2017-01-09 13:01,17,3,2
北京晚报,【冬日漫漫，这份权威的《雾霾防护常识十三问》你一定要收藏！】冬日漫漫，为了帮助大家科学防霾，北京市卫生计生委和北京市疾控中心发布了下面这份《雾霾防护常识十三问》，相信大家一定用得到！|雾霾防护常... ,2017-01-09 13:00,26,5,13
大大军,没有雾霾..没用滤镜……此时阳光正好…满城樱花盛开的大理… ,2017-01-09 12:51,8,25,242
海外分期,英国兰卡斯特大学最新研究就发现：雾霾等空气污染，损伤的不仅是肺，还会损害大脑。CNN也报道“在人类大脑中发现了空气污染颗粒”。多年来人们对雾霾的认知大都停留在对呼吸道、肺脏的危害上，但最新的研究却发现，其对大脑的伤害完全不亚于肺脏。 ,2017-01-09 12:45,58,9,4
北京鲁戈,【美使馆数据分析：为何北京雾霾情况在好转，而你感觉却加重了？】关于中国雾霾的贴子结论一致，雾霾在恶化，三十年没希望。但根据美国大使馆数据，雾霾这几年确在改善，问题出在冬天没改善。只要方法对，雾霾可解决，并不需30年。大家要有信心，发出声音让政府有压力，严格执行措施相信一定会好转。 ,2017-01-09 12:38,9,4,4
该不该搁下重重的壳y,#临汾重现伦敦毒雾##临汾雾霾##临汾二氧化硫爆表#既然上了热搜那么希望国家真的重视一下我们晋南人民啊这还有一大堆祖国的花朵啊真的不想就这么温水煮青蛙的过下去十几线小城市也没有雾假我们只能这样继续过下去祖国妈妈别丢下我们@央视新闻 @中央气象台 |临汾 ,2017-01-09 12:31,3,4,75
刘正举重若轻,北京也有空气非常好的时候。只是一来雾霾，这里发出的叫声比谁都惨，显得全国就北京是霾都似的。北京受瞩目，有它的自豪有它的好，也有被人看笑话被人揶揄的时候。和人的境遇一样一样的。北京的蓝天，来得更猛烈些吧！ ,2017-01-09 12:31,1,2,2
保险之星杂志,|从空气之霾...保险或许不能阻止重大疾病的发生，也不能防止雾霾，但却是我们躺在病床上的时候的救命钱，保险是人生的最后一道防线。 ,2017-01-09 12:14,4,,
黑铅儿,已经是19岁的老黑了，收到大家的画开心到爆炸！还有好吃的雾霾蛋糕我会好好画画的！超级感谢大家！！（有朋友真TM棒！！！感动到哭泣） ,2017-01-09 12:07,1,25,14
北极熊在热带,家里的小伙伴昨晚不服气得说，疙瘩汤谁不会做啊！于是震惊世界的疙瘩出现了！！后来我们分别推荐了片儿汤和大饼，但是为了挽回会做饭的重庆男生的尊严，大大疙瘩汤被生生手工做成了大疙瘩汤！有这样极富创造力的小伙伴，还愁什么东西吃不到呢？#距离美味雾霾还有十个工作日# |新加坡 ,2017-01-09 12:04,2,6,
潘时七,#周一7吃素# 雾霾天黄叶地繁华遮尽唯素解心虑 ,2017-01-09 12:02,14,141,581
儒玉轩玉艺文化,【儒果杂谈】有中国特色的社会主义教育 当我们洋躺在“有中国特色的改革开放”的经济体制的成功里，是不是也该翻个身想想，在这个比雾霾还严重的中国现代教育的迷雾中，是不是该有一个“有中国特色的社会主义教育”？ 最近台湾作家龙应台有一段话，非常流行，朋友圈也不断的有朋友发出来分 ,2017-01-09 12:01,3,3,3
电影美容针,#电影美容针定档0310#这个冬天，北京的雾霾依旧没有散去，但好在我们依然保有迎接春天的心。@素描闫妮 @杜天皓Calvin 共同浇灌“春之树”的幼苗，“春之树”既代表爱情的萌芽，也是自我成长的象征，更重要的是我们心中的雾霾也能散去，迎接更加澄澈明朗的自己，有勇气正视爱情和生活。 ,2017-01-09 11:57,16,5,11
金梓老师,发布了头条文章：《金色领航年会感谢雾霾：雾霾教会我们质变！》 |金色领航年... ,2017-01-09 11:54,25,5,40
一个有点理想的记者,最近雾霾多，跳楼多，涉医暴力也开始多起来，凤山县人民医院、秭归县人民医院，又来了。 ,2017-01-09 11:52,7,56,113
李立有,QQ音乐@手机QQ浏览器 网页链接天终于放晴了雾霾虽悄悄地退去但是它不知何时会,2017-01-09 11:50,1,3,19
湖南消防,#军营萌漫#【四面霾伏，有九大注意事项】雾霾已经成为很多地方挥之不去的梦魇，稍有不注意，特别是老人和小孩，抵抗力相对弱点的人群，人容易感染呼吸道疾病，那么，在雾霾天气里，我们如何应对呢？ ,2017-01-09 11:47,32,5,3
八大山债人,什么是新经济？？就是具有诈骗能力的新游戏，请看下面案例——2017年1月5日，北京还笼罩在跨年雾霾的氤氲中。当日下午6点，《投资者报》记者来到朝阳区万科公园5栋7号楼首层102，这里是珠宝e贷的门店所在地。从外部看，门店内仅有1/3灯光还亮着。走进门店后的休息区域，记者看到大约30人，三三两两随意 ,2017-01-09 11:45,20,7,7
亳州公安交警在线,【大雾再现涡城 交警雾中指引】1月9日上午，亳州涡阳县部分地区出现能见度小于50米的雾霾且在持续，能见度低。@涡阳交警在线 全警动员，雾中保障交通。交警提醒：雾天行车时要打开防雾灯，行车中要注意与前车保持足够的安全车距，切忌超速行驶，注意观察道路情况，谨慎驾驶，确保行车安全。 ,2017-01-09 11:45,1,1,2
烟台日报传媒集团,#滚蛋吧，雾霾君（烟台）# 前几日，高铁又火了！一列从徐州到北京的高铁，刚进南站，就变成了“雾霾金”。经过雾霾侵袭的高铁听说都要洗刷刷到不能停：专业洗澡水、搓澡巾、沐浴液伺候，除了自动清洗机，车头还要人工清洗4遍，一趟重联编组的列车清洗完毕大约需要45分钟，每人挥动手臂达1600多次……高 ,2017-01-09 11:34,6,1,5
彭州发布,【半个中国在雾霾; 环保部长陈吉宁怎么说？】入冬以来雾霾成了人们最关注的话题，究竟我国在大气污染防治方面（雾霾治理）采取了哪些措施，取得了什么成效，下一步还会放什么大招呢？环境保护部部长陈吉宁在1月6日的媒体见面会上给出了答案。|半个中国在... ,2017-01-09 11:30,17,9,
朝阳大悦城,#每一天，为明天# 当孩子的笑容与晴朗的蓝天一样渐行渐远……你是否也厌倦了这被雾霾侵袭的严酷冬日？保护环境不应只是一句简单的口号，绿色出行，从现在做起！朝阳大悦城联手摩拜单车、ofo单车，在外广场设立停车点，骑单车，来悦城再也不用担心停车难啦~愿每一天都晴空万里！ ,2017-01-09 11:30,2,,11
毛躁的朱小姐,十几分钟前安宁草铺的云天化工厂……云南的蓝天还有多久？当地政府真能强制那些属于央企的炼油厂按标准执行环保要求吗？真的被雾霾了昆明作为旅游城市还有什么产业？#昆明旅行##云南的蓝天##都市条形码# 好伤心啊别这样@昆明市长 @都市条形码 @CCTV新闻频道 @昆明市环保局 ,2017-01-09 11:27,6,9,7
Jeep-Chrysler徐州凯诺,面对雾霾挑战，如何明智选车想必是困扰广大消费者的一大难题。对此，Jeep全系国产车型均标配防PM2.5空调滤芯，为家的安全寸步不让，包括呼吸。新的一年，选择一辆什么样的座驾，或许就是选择了一种什么样的生活方式。有Jeep保驾护航，为美好的出行创造更多可能！ ,2017-01-09 11:26,9,,
Pan小月,北京的天太极端，简直能让人患上斯德哥尔摩症。用雾霾虐你千百遍，忽然对你湛蓝湛蓝地笑一笑，你竟然心里一动，就沦陷了。 ,2017-01-09 11:21,9,4,28
人人车,#人人车友会# 浓雾笼罩下不但使视野急剧下降，过多的湿气加上低温还会让一些路面变得湿滑不堪。大雾来袭，穹顶之下无人能逃。雾天行车千万不能鲁莽，尤其是临近年底自驾回家的朋友更要留意。大雾天行车的老司机靠谱经验。 |雾霾天开车... ,2017-01-09 11:16,36,3,4
新京报评论,《新京报快评丨“防霾健身操”“防霾食品”：别拿防霾哗众取宠了》 雾霾危害健康，在一些人眼里，这却是个难得的“市场”。近日，“防霾健身操”、“防霾食品”、“静电防霾”等防霾大招，也逐渐甚嚣“尘”上。本文专业医生告诉你，以上都不靠谱。 |新京报快评... ,2017-01-09 11:09,3,1,2
经典经济学,雾霾可能通过资源税、环境保护税来治理吗？当然这里的治理是指费用的承担归属，对资源和环境的消耗让一些地方先富起来，实现了经济和社会的发展，现在到了该反哺环境的时候了。引用经济学中对消费“边际成本”的度量，是为了让每个经济主体都能为自己的所作所为负责，这才是较好的约束方法。不然下一代 ,2017-01-09 11:00,28,11,8
人民网观点频道,【人民日报人民时评：共同努力，为了我们畅快的呼吸】治理雾霾，决心信心必不可少，责任心更是不可或缺。各级政府的责任，是狠抓落实；各类企业的责任，是达标排放；每个人的责任，是支持环保、参与环保。重霾之下，一时焦虑、抱怨，可以理解，调侃、自嘲一下，未尝不可。但也要看到，照明、燃油、采暖 ,2017-01-09 10:59,3,3,1
天津供电服务,1月5日，继元旦假期间加班加点完成葛沽变电站综合处缺工作后，国网天津检修公司又迎来了2017年度第二个大型综合检修现场工作，现场工作人员不惧雾霾严寒影响，站在吊车斗臂上对迎丰220千伏变电站内124-4刀闸缺陷进行检修处理。检修后的设备将为冬季用电高峰和即将到来的新春佳节提供更坚强的用电保障。 ,2017-01-09 10:59,7,5,3
石家庄的老李,#石家庄生活#【跨时空对比：西安VS伦敦——历史总是惊人的相似】摄影师@浮桑foolson 13年拍的一组照片：1952年伦敦与2013年西安对比。当阳光成了奢侈，蓝天成了新闻，是不是该放慢脚步，看看这片狼藉的土地和疮痍的内心。”一张刷屏的雾霾照片不足以表达，来一组九图！卖房子准备出国避避 ,2017-01-09 10:59,2,2,4
央视影音,【必看 | 哪些口罩能防霾？老人孩子最好不戴防霾口罩 这是为啥？】中国疾病预防控制中心主任王宇认为，雾霾天外出时，建议人们戴口罩，特别是具备PM2.5过滤功能的口罩，能够显著减少PM2.5的吸入。那么问题来了，什么是具备PM2.5过滤功能的口罩呢？我们应该如何选择，如何佩戴呢？|必看 | 哪... ,2017-01-09 10:52,6,2,8
红歌会网,【孙锡良时事微评：经济不能脱离政治】中国雾霾太大，群众怨言多，要想经济高速增长，雾霾恐怕又难以避免，经济不高速增长，很多承诺和目标又无法兑现，循环之路，口头上，从上到下都说不需要快，操作上，没有谁愿意自己让自己心中的“九九”落空，就是这样的矛盾时代。 网页链接 ,2017-01-09 10:50,1,1,4
阳光美食团,#阳光美食团#郑州这会儿的雾霾突然特别大，大家出门记得戴口罩啊！今天小美@娅_呀 带着大家喝牛肉汤，在顺河路东明路附近的顺合牛汤馆出现，去找刘娅喝羊肉汤吧！现在已经进入了三九，一年中最冷的时候，主播@谢晗的微博 在直播间陪大家聊聊什么食物能让你瞬间感到温暖呢？来聊聊吧@小叶子叶靓靓 ,2017-01-09 10:49,1,1,1
蝌蚪往人,只要不迅速受到惩罚，那么人就会有侥幸心理。不仅仅是明显的犯罪，还有一些我们身边的“小事“，比如雾霾。有这么个例子（好像是在伯通李的一篇文章看到的？）：【美国学者所罗门于1972年主持过一次对狗进行惩罚的实验。实验者把盛有肉的盘子放在三组饿狗面前。当狗要吃肉时，实验组对第一组狗在其 ,2017-01-09 10:48,11,,9
宿州广播电视台,【入冬以来安徽气温偏高 今明两天雾霾卷土重来】今年是个暖冬，大家一定也能感受到，入冬以来安徽气温有些偏高。据气象部门预计，今明两天安徽又是多雾霾天气，周三周四将有弱降水出现，山区有雨夹雪，周四过后天气开始晴好。一直没舍得下手的高价防霾口罩看来还是得入手啊 ,2017-01-09 10:44,1,1,
余姚新闻网,学生举报学校雾霾天未停课 个人信息被泄露遭约谈--余姚新闻网 |学生举报学... ,2017-01-09 10:36,1,,1
重庆环保,#评论员文章#【众志成城，方有蓝天白云】重污染天气让公众心生焦虑和疑惑，一些谣言也借机传播，误导了舆论。公众对重污染天气的关切和焦虑之情完全可以理解，但是，对突出环境问题的关注不能仅停留在这个层面。当前，最重要的是要思考面对雾霾怎么干，最需要的是全社会增强责任心，共同努力解决问题。 ,2017-01-09 10:36,16,,1
精神独立,雾霾治理的有趣之处在于，雾霾是人制造的，人却是分化的，有人要生存的权利(我失业谁管)，有人要生活的权利(我是花钱合法消费)，而这些权利又互相冲突。这才是权利的困境，谁都只主张自己的权利，问题就无解。你好我好大家好的情况，毕竟是极少数。从这个角度看自由、民主、人权，人会清醒一些。 ,2017-01-09 10:35,13,12,10
Jackson周嘉诚Stephan周泽西,一个情森森小姐姐在遇到Jk#第一美男Jackson# 说他一天到晚在外面跑。现在雾霾很重。送他口罩。他现在睡觉都要带上。说：求求老天爷：雾霾快快走@腾讯视频放开我北鼻 #厉害了我的北鼻# ,2017-01-09 10:35,85,216,4318
是雪鱼啊,清对浊，喜对哀。 晴空对雾霾。 头晕对目眩，胸闷对心塞。 少成疾，老病骸。 繁荣对增癌。 治污温似兔;牟利凶如豺。 北国白烟遮草木， ,2017-01-09 10:33,73,22,178
重庆环保,【面对重霾，24小时内多部委密集回应，他们都说了哪些大实话？】6日晚，环境保护部举行媒体座谈会，环保部部长陈吉宁回应了公众关心的疑问。在陈吉宁回应公众后的24小时内，多部委也密集回应了今冬的雾霾情况。说了些啥？小编带你划重点。|面对重霾，... ,2017-01-09 10:32,18,1,
德州环境,【人民日报：共同努力 为了我们畅快的呼吸】持续笼罩华北等地9天多的雾霾，从1月8日早上起开始陆续消散。新的一年，蓝天和雾霾的较量不会停止，群众对于治霾的关注也不会降低。治理雾霾一刻也不能松劲，既要打好减少重污染天气的攻坚战，也要打好不断减少大气污染物排放的持久战。|共同努力，... ,2017-01-09 10:31,25,3,3
北京晚报,【必看！哪些口罩能防霾？老人孩子最好不戴防霾口罩，为啥？】中国疾病预防控制中心主任王宇表示，雾霾天外出时建议戴口罩，特别是具备PM2.5过滤功能的口罩，能显著减少PM2.5的吸入。那么问题来了，哪些口罩能防霾？选口罩时要注意什么？戳↓了解，扩散周知！|必看 | 哪... ,2017-01-09 10:31,51,9,30
